success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,rt,stimulus,response,correct,id,source_file
,,,,,audio-keyboard-response,18,2.1.0,137764,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,,audio/573_705_B4.wav,,,573.0,or05xvgm6q.csv
,,,,,survey-text,19,2.1.0,150365,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,12596.0,,"{""Response"":""just speech, didn't really register anything""}",,,or05xvgm6q.csv
,,,,,audio-keyboard-response,20,2.1.0,153134,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,,audio/752_705_B4.wav,,,752.0,or05xvgm6q.csv
,,,,,survey-text,21,2.1.0,164093,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,10954.0,,"{""Response"":""older mother, rough speech but clear""}",,,or05xvgm6q.csv
,,,,,html-button-response,22,2.1.0,166059,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,1965.0,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,or05xvgm6q.csv
,,,,,survey,23,3.0.0,181130,633628106c44d5d8d54813f5,68ffea0000c1db3710ce21b4,68ffff5926ed062b18d68c27,15007.0,,"{""understood"":true,""age"":27,""gender"":""Male"",""ethnicity"":""white black"",""language"":""english, some spanish"",""education"":""Graduated college"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""question1"":null,""comments"":null}",,,or05xvgm6q.csv
True,False,[],[],[],preload,0,2.1.0,777,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,,,,,r7moecm6nc.csv
,,,,,html-button-response,1,2.1.0,32911,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,32134.0,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,,,r7moecm6nc.csv
,,,,,html-button-response,2,2.1.0,48931,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,16018.0,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>
    ",0,,,r7moecm6nc.csv
,,,,,audio-button-response,3,2.1.0,51208,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,2200.0,audio/gift.wav,2,True,,r7moecm6nc.csv
,,,,,html-button-response,4,2.1.0,53236,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,2027.0,<p>Correct! You are ready to begin the study.</p>,0,,,r7moecm6nc.csv
,,,,,html-button-response,5,2.1.0,69023,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,15786.0,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,r7moecm6nc.csv
,,,,,audio-keyboard-response,6,2.1.0,72248,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/799_705_B4.wav,,,799.0,r7moecm6nc.csv
,,,,,survey-text,7,2.1.0,140874,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,68605.0,,"{""Response"":""feminine, lisp, rough, somewhat deep in terms of feminine voices, muffled""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,8,2.1.0,143648,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/752_705_B4.wav,,,752.0,r7moecm6nc.csv
,,,,,survey-text,9,2.1.0,165051,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,21398.0,,"{""Response"":""very deep voiced, feminine, mature, experienced, wise""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,10,2.1.0,168258,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/330_705_B4.wav,,,330.0,r7moecm6nc.csv
,,,,,survey-text,11,2.1.0,234907,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,66646.0,,"{""Response"":""masculine, unidentified accent, moderately in between deep and high pitched, a younger adult""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,12,2.1.0,237068,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/573_705_B4.wav,,,573.0,r7moecm6nc.csv
,,,,,survey-text,13,2.1.0,275670,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,38595.0,,"{""Response"":""feminine, deep voice, blunt, straightforward, abrupt""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,14,2.1.0,278248,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/493_705_B4.wav,,,493.0,r7moecm6nc.csv
,,,,,survey-text,15,2.1.0,321910,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,43655.0,,"{""Response"":""Feminine, young adult age, voice is not too deep but not too high, plainspoken""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,16,2.1.0,324248,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/955_705_B4.wav,,,955.0,r7moecm6nc.csv
,,,,,survey-text,17,2.1.0,348328,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,24076.0,,"{""Response"":""masculine, muffled, anxious, worried, timid, decently high pitched voice""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,18,2.1.0,351118,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/516_705_B4.wav,,,516.0,r7moecm6nc.csv
,,,,,survey-text,19,2.1.0,390202,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,39080.0,,"{""Response"":""Deep voice, masculine, gruff, accent is somewhat present, curt""}",,,r7moecm6nc.csv
,,,,,audio-keyboard-response,20,2.1.0,393088,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,,audio/672_705_B4.wav,,,672.0,r7moecm6nc.csv
,,,,,survey-text,21,2.1.0,460637,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,67544.0,,"{""Response"":""Has a softer voice, feminine, a bit higher pitched, feathery""}",,,r7moecm6nc.csv
,,,,,html-button-response,22,2.1.0,464853,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,4214.0,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,r7moecm6nc.csv
,,,,,survey,23,3.0.0,746677,6681cd8b12dcb4b45a155c03,68ffea0000c1db3710ce21b4,690000b0163155d912b74a45,281781.0,,"{""understood"":true,""age"":22,""gender"":""Non-binary"",""ethnicity"":""White"",""language"":""English"",""education"":""Some college"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""Thanks for the study, it was interesting and unique :)"",""question1"":null}",,,r7moecm6nc.csv
True,False,[],[],[],preload,0,2.1.0,550,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,,,,,stujr653hr.csv
,,,,,html-button-response,1,2.1.0,30770,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,30216.0,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,,,stujr653hr.csv
,,,,,html-button-response,2,2.1.0,40416,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,9641.0,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>
    ",0,,,stujr653hr.csv
,,,,,audio-button-response,3,2.1.0,45268,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,4171.0,audio/gift.wav,2,True,,stujr653hr.csv
,,,,,html-button-response,4,2.1.0,47077,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,1807.0,<p>Correct! You are ready to begin the study.</p>,0,,,stujr653hr.csv
,,,,,html-button-response,5,2.1.0,98737,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,51657.0,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,stujr653hr.csv
,,,,,audio-keyboard-response,6,2.1.0,102262,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/672_705_B4.wav,,,672.0,stujr653hr.csv
,,,,,survey-text,7,2.1.0,171453,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,69170.0,,"{""Response"":""school teacher, kind, gentle, lady, polite""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,8,2.1.0,174288,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/516_705_B4.wav,,,516.0,stujr653hr.csv
,,,,,survey-text,9,2.1.0,235071,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,60776.0,,"{""Response"":""Radio, tv, news, gruff, man,""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,10,2.1.0,238281,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/493_705_B4.wav,,,493.0,stujr653hr.csv
,,,,,survey-text,11,2.1.0,312470,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,74184.0,,"{""Response"":""Lady, bored, distracted, tired, ready to go home""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,12,2.1.0,314851,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/955_705_B4.wav,,,955.0,stujr653hr.csv
,,,,,survey-text,13,2.1.0,390222,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,75365.0,,"{""Response"":""Man, DVD, late, story, bored""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,14,2.1.0,393502,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/330_705_B4.wav,,,330.0,stujr653hr.csv
,,,,,survey-text,15,2.1.0,429162,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,35656.0,,"{""Response"":""Man, foreign, learning English, dedicated, proud""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,16,2.1.0,432465,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/799_705_B4.wav,,,799.0,stujr653hr.csv
,,,,,survey-text,17,2.1.0,466242,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,33772.0,,"{""Response"":""Accent, lady, mother, child, book""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,18,2.1.0,469026,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/752_705_B4.wav,,,752.0,stujr653hr.csv
,,,,,survey-text,19,2.1.0,532018,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,62989.0,,"{""Response"":""Tired, quick, cell phone, conversation, story""}",,,stujr653hr.csv
,,,,,audio-keyboard-response,20,2.1.0,534214,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,,audio/573_705_B4.wav,,,573.0,stujr653hr.csv
,,,,,survey-text,21,2.1.0,602157,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,67938.0,,"{""Response"":""Lady, coffee shop, conversation, relaxed, witness""}",,,stujr653hr.csv
,,,,,html-button-response,22,2.1.0,611022,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,8863.0,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,stujr653hr.csv
,,,,,survey,23,3.0.0,691802,673feeafa80a279f5cc63e33,68ffea0000c1db3710ce21b4,690005af8b21c3dce5ecb9f2,80534.0,,"{""understood"":true,""age"":62,""gender"":""Female"",""ethnicity"":""American"",""language"":""English"",""education"":""Graduated high school"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""comments"":""none"",""question1"":null}",,,stujr653hr.csv
True,False,[],[],[],preload,0,2.1.0,212,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,,,,,yzde7ho4bc.csv
,,,,,html-button-response,1,2.1.0,8858,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,8643.0,"
        <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
            <img src=""./image/SUSig_2color_Stree_Left.png"" alt=""Stanford Logo"" style=""max-width: 500px; margin-bottom: 20px;"">
            <h3>DESCRIPTION</h3>
            <p>You are invited to participate in a research study. Its general purpose is to understand how people perceive spoken language. We are interested in how people make use of varying properties of language to infer social information about a speaker. In this study, you will hear spoken sentences, and you will be asked to describe the speaker of each sentence in your own words. Following this, you will be asked to complete an optional demographic survey. Participation in this research is voluntary, and you are free to withdraw your consent at any time.</p>
            <h3>TIME INVOLVEMENT</h3> 
            <p>Your participation will take approximately 10 to 15 minutes.</p>
            <h3>PAYMENT</h3> 
            <p>You will be paid at the posted rate.</p>
            <h3>PRIVACY AND CONFIDENTIALITY</h3> 
            <p>The risks associated with this study are minimal. This judgment is based on a large body of experience with the same or similar procedures with people of similar ages, sex, origins, etc. Study data will be stored securely, in compliance with Stanford University standards, minimizing the risk of confidentiality breach. Your individual privacy will be maintained during the research and in all published and written data resulting from the study.</p>
            <h3>CONTACT INFORMATION</h3>
            <p>If you have any questions, concerns or complaints about this research study, its procedures, risks and benefits, you should contact the Protocol Director, Grace Brown, at (616) 498-8188. If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306 USA.</p> 
            <h3>WAIVER OF DOCUMENTATION</h3>
            <p>If you agree to participate in this research, please click the 'Continue' button.</p>
        </div>
    ",0,,,yzde7ho4bc.csv
,,,,,html-button-response,2,2.1.0,12685,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,3825.0,"
    <div style=""font-size: 16px; text-align: center; margin-top: 25px; margin-right: 100px; margin-left: 100px; margin-bottom: 25px;"">
        <p>This study requires you to listen to audio clips. To ensure you can adequately hear the audio presented in this study, the next page will have an audio attention check. Please wear headphones, and be prepared to adjust the volume on your device if necessary.<br><br>When you are ready to begin the audio attention check, click 'Start'.</p>
    </div>
    ",0,,,yzde7ho4bc.csv
,,,,,audio-button-response,3,2.1.0,16608,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,3731.0,audio/gift.wav,2,True,,yzde7ho4bc.csv
,,,,,html-button-response,4,2.1.0,17865,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,1255.0,<p>Correct! You are ready to begin the study.</p>,0,,,yzde7ho4bc.csv
,,,,,html-button-response,5,2.1.0,115901,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,98033.0,"<p>In this study, you are going to hear multiple people produce the same sentence. In a given trial, you will hear a speaker, and on a separate page, you will be prompted to provide a short description of that speaker in an empty textbox. You do not have to provide your response in complete sentences. You may list words or phrases, separated by commas, if you prefer to do so. You may take as long as you need to respond, but you will only be able to listen to each person once. After you provide a description of the speaker, you may click ‘Continue’ to advance to the next trial. You will not be able to return a trial after completing it.<br><br>If you understand the instructions and are ready to hear the first speaker, click ‘Continue’.</p>",0,,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,6,2.1.0,118769,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/516_705_B4.wav,,,516.0,yzde7ho4bc.csv
,,,,,survey-text,7,2.1.0,149026,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,30251.0,,"{""Response"":""younger adult. college student. high social status""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,8,2.1.0,151910,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/672_705_B4.wav,,,672.0,yzde7ho4bc.csv
,,,,,survey-text,9,2.1.0,166203,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,14290.0,,"{""Response"":""a very timid young woman. A good girl""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,10,2.1.0,168349,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/573_705_B4.wav,,,573.0,yzde7ho4bc.csv
,,,,,survey-text,11,2.1.0,190966,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,22613.0,,"{""Response"":""A computer geek really big nerd.""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,12,2.1.0,194159,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/330_705_B4.wav,,,330.0,yzde7ho4bc.csv
,,,,,survey-text,13,2.1.0,206843,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,12681.0,,"{""Response"":""A younger asian man who is under the influence of weed""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,14,2.1.0,210059,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/799_705_B4.wav,,,799.0,yzde7ho4bc.csv
,,,,,survey-text,15,2.1.0,240597,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,30535.0,,"{""Response"":""crack in her voice was very noticeable but she sounds like a nerd\n""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,16,2.1.0,243160,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/493_705_B4.wav,,,493.0,yzde7ho4bc.csv
,,,,,survey-text,17,2.1.0,261118,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,17955.0,,"{""Response"":""A college athlete with a somewhat raspy voice""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,18,2.1.0,263890,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/752_705_B4.wav,,,752.0,yzde7ho4bc.csv
,,,,,survey-text,19,2.1.0,276345,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,12451.0,,"{""Response"":""she sounds a bit tired like she just got up""}",,,yzde7ho4bc.csv
,,,,,audio-keyboard-response,20,2.1.0,278669,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,,audio/955_705_B4.wav,,,955.0,yzde7ho4bc.csv
,,,,,survey-text,21,2.1.0,299986,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,21313.0,,"{""Response"":""he sounds drowsy maybe recently took some medication""}",,,yzde7ho4bc.csv
,,,,,html-button-response,22,2.1.0,309323,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,9335.0,"<p>You have completed the listening trials. You will now be directed to an optional demographic survey. Please answer the survey questions if you feel comfortable doing so. After seeing the survey, you will be able to end the study.</p>",0,,,yzde7ho4bc.csv
,,,,,survey,23,3.0.0,342531,6510a9a8c2b97bc048bfa64f,68ffea0000c1db3710ce21b4,6900018b2bbfbccd109f50d0,33028.0,,"{""understood"":true,""age"":55,""gender"":""Female"",""ethnicity"":""Black"",""education"":""Graduated college"",""enjoy"":""Better than average study"",""payment"":""The payment was fair"",""question1"":null,""language"":null,""comments"":null}",,,yzde7ho4bc.csv
